,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
894,Norte,PA,,15,,,,2022-05-15,20,8602865.0,771038.0,202,18315,1,,,
895,Norte,PA,,15,,,,2022-05-16,20,8602865.0,771111.0,73,18316,1,,,
896,Norte,PA,,15,,,,2022-05-17,20,8602865.0,771497.0,386,18322,6,,,
897,Norte,PA,,15,,,,2022-05-18,20,8602865.0,772034.0,537,18325,3,,,
898,Norte,PA,,15,,,,2022-05-19,20,8602865.0,772482.0,448,18331,6,,,
899,Norte,PA,,15,,,,2022-05-20,20,8602865.0,772804.0,322,18339,8,,,
900,Norte,PA,,15,,,,2022-05-21,20,8602865.0,772977.0,173,18341,2,,,
901,Norte,PA,,15,,,,2022-05-22,21,8602865.0,773067.0,90,18342,1,,,
902,Norte,PA,,15,,,,2022-05-23,21,8602865.0,773130.0,63,18343,1,,,
903,Norte,PA,,15,,,,2022-05-24,21,8602865.0,773477.0,347,18350,7,,,
904,Norte,PA,,15,,,,2022-05-25,21,8602865.0,773846.0,369,18354,4,,,
905,Norte,PA,,15,,,,2022-05-26,21,8602865.0,774114.0,268,18362,8,,,
906,Norte,PA,,15,,,,2022-05-27,21,8602865.0,774362.0,248,18366,4,,,
907,Norte,PA,,15,,,,2022-05-28,21,8602865.0,774477.0,115,18369,3,,,
908,Norte,PA,,15,,,,2022-05-29,22,8602865.0,774496.0,19,18370,1,,,
909,Norte,PA,,15,,,,2022-05-30,22,8602865.0,774513.0,17,18371,1,,,
910,Norte,PA,,15,,,,2022-05-31,22,8602865.0,774719.0,206,18373,2,,,
911,Norte,PA,,15,,,,2022-06-01,22,8602865.0,774961.0,242,18374,1,,,
912,Norte,AP,,16,,,,2022-01-01,52,845731.0,127013.0,32,2022,0,,,
913,Norte,AP,,16,,,,2022-01-02,1,845731.0,127033.0,20,2022,0,,,
914,Norte,AP,,16,,,,2022-01-03,1,845731.0,127080.0,47,2023,1,,,
915,Norte,AP,,16,,,,2022-01-04,1,845731.0,127147.0,67,2023,0,,,
916,Norte,AP,,16,,,,2022-01-05,1,845731.0,127208.0,61,2024,1,,,
917,Norte,AP,,16,,,,2022-01-06,1,845731.0,127298.0,90,2024,0,,,
918,Norte,AP,,16,,,,2022-01-07,1,845731.0,127381.0,83,2024,0,,,
919,Norte,AP,,16,,,,2022-01-08,1,845731.0,127480.0,99,2024,0,,,
920,Norte,AP,,16,,,,2022-01-09,2,845731.0,127529.0,49,2024,0,,,
921,Norte,AP,,16,,,,2022-01-10,2,845731.0,127586.0,57,2024,0,,,
922,Norte,AP,,16,,,,2022-01-11,2,845731.0,127794.0,208,2028,4,,,
923,Norte,AP,,16,,,,2022-01-12,2,845731.0,127963.0,169,2028,0,,,
924,Norte,AP,,16,,,,2022-01-13,2,845731.0,128212.0,249,2028,0,,,
925,Norte,AP,,16,,,,2022-01-14,2,845731.0,128571.0,359,2030,2,,,
926,Norte,AP,,16,,,,2022-01-15,2,845731.0,128799.0,228,2030,0,,,
927,Norte,AP,,16,,,,2022-01-16,3,845731.0,128990.0,191,2030,0,,,
928,Norte,AP,,16,,,,2022-01-17,3,845731.0,129580.0,590,2031,1,,,
929,Norte,AP,,16,,,,2022-01-18,3,845731.0,130239.0,659,2032,1,,,
930,Norte,AP,,16,,,,2022-01-19,3,845731.0,130947.0,708,2033,1,,,
931,Norte,AP,,16,,,,2022-01-20,3,845731.0,132389.0,1442,2033,0,,,
932,Norte,AP,,16,,,,2022-01-21,3,845731.0,134108.0,1719,2035,2,,,
933,Norte,AP,,16,,,,2022-01-22,3,845731.0,135391.0,1283,2036,1,,,
934,Norte,AP,,16,,,,2022-01-23,4,845731.0,136561.0,1170,2036,0,,,
935,Norte,AP,,16,,,,2022-01-24,4,845731.0,140462.0,3901,2039,3,,,
936,Norte,AP,,16,,,,2022-01-25,4,845731.0,143037.0,2575,2041,2,,,
937,Norte,AP,,16,,,,2022-01-26,4,845731.0,145141.0,2104,2043,2,,,
938,Norte,AP,,16,,,,2022-01-27,4,845731.0,147215.0,2074,2045,2,,,
939,Norte,AP,,16,,,,2022-01-28,4,845731.0,149199.0,1984,2047,2,,,
940,Norte,AP,,16,,,,2022-01-29,4,845731.0,150433.0,1234,2049,2,,,
941,Norte,AP,,16,,,,2022-01-30,5,845731.0,151208.0,775,2051,2,,,
942,Norte,AP,,16,,,,2022-01-31,5,845731.0,151958.0,750,2051,0,,,
943,Norte,AP,,16,,,,2022-02-01,5,845731.0,153068.0,1110,2053,2,,,
944,Norte,AP,,16,,,,2022-02-02,5,845731.0,154329.0,1261,2054,1,,,
945,Norte,AP,,16,,,,2022-02-03,5,845731.0,155288.0,959,2055,1,,,
946,Norte,AP,,16,,,,2022-02-04,5,845731.0,155838.0,550,2057,2,,,
947,Norte,AP,,16,,,,2022-02-05,5,845731.0,156261.0,423,2057,0,,,
948,Norte,AP,,16,,,,2022-02-06,6,845731.0,156500.0,239,2057,0,,,
949,Norte,AP,,16,,,,2022-02-07,6,845731.0,157127.0,627,2059,2,,,
950,Norte,AP,,16,,,,2022-02-08,6,845731.0,157750.0,623,2064,5,,,
951,Norte,AP,,16,,,,2022-02-09,6,845731.0,158214.0,464,2068,4,,,
952,Norte,AP,,16,,,,2022-02-10,6,845731.0,158560.0,346,2072,4,,,
953,Norte,AP,,16,,,,2022-02-11,6,845731.0,158926.0,366,2076,4,,,
954,Norte,AP,,16,,,,2022-02-12,6,845731.0,159081.0,155,2078,2,,,
955,Norte,AP,,16,,,,2022-02-13,7,845731.0,159149.0,68,2078,0,,,
956,Norte,AP,,16,,,,2022-02-14,7,845731.0,159244.0,95,2082,4,,,
957,Norte,AP,,16,,,,2022-02-15,7,845731.0,159609.0,365,2086,4,,,
958,Norte,AP,,16,,,,2022-02-16,7,845731.0,159695.0,86,2091,5,,,
959,Norte,AP,,16,,,,2022-02-17,7,845731.0,159765.0,70,2095,4,,,
960,Norte,AP,,16,,,,2022-02-18,7,845731.0,159832.0,67,2097,2,,,
961,Norte,AP,,16,,,,2022-02-19,7,845731.0,159874.0,42,2097,0,,,
962,Norte,AP,,16,,,,2022-02-20,8,845731.0,159900.0,26,2097,0,,,
963,Norte,AP,,16,,,,2022-02-21,8,845731.0,159929.0,29,2097,0,,,
964,Norte,AP,,16,,,,2022-02-22,8,845731.0,159973.0,44,2098,1,,,
965,Norte,AP,,16,,,,2022-02-23,8,845731.0,160025.0,52,2100,2,,,
966,Norte,AP,,16,,,,2022-02-24,8,845731.0,160053.0,28,2102,2,,,
967,Norte,AP,,16,,,,2022-02-25,8,845731.0,160072.0,19,2102,0,,,
968,Norte,AP,,16,,,,2022-02-26,8,845731.0,160078.0,6,2102,0,,,
969,Norte,AP,,16,,,,2022-02-27,9,845731.0,160087.0,9,2102,0,,,
970,Norte,AP,,16,,,,2022-02-28,9,845731.0,160096.0,9,2102,0,,,
971,Norte,AP,,16,,,,2022-03-01,9,845731.0,160104.0,8,2102,0,,,
972,Norte,AP,,16,,,,2022-03-02,9,845731.0,160112.0,8,2102,0,,,
973,Norte,AP,,16,,,,2022-03-03,9,845731.0,160123.0,11,2102,0,,,
974,Norte,AP,,16,,,,2022-03-04,9,845731.0,160128.0,5,2109,7,,,
975,Norte,AP,,16,,,,2022-03-05,9,845731.0,160135.0,7,2113,4,,,
976,Norte,AP,,16,,,,2022-03-06,10,845731.0,160138.0,3,2113,0,,,
977,Norte,AP,,16,,,,2022-03-07,10,845731.0,160139.0,1,2113,0,,,
978,Norte,AP,,16,,,,2022-03-08,10,845731.0,160149.0,10,2113,0,,,
979,Norte,AP,,16,,,,2022-03-09,10,845731.0,160169.0,20,2116,3,,,
980,Norte,AP,,16,,,,2022-03-10,10,845731.0,160198.0,29,2116,0,,,
981,Norte,AP,,16,,,,2022-03-11,10,845731.0,160202.0,4,2118,2,,,
982,Norte,AP,,16,,,,2022-03-12,10,845731.0,160205.0,3,2118,0,,,
983,Norte,AP,,16,,,,2022-03-13,11,845731.0,160210.0,5,2118,0,,,
984,Norte,AP,,16,,,,2022-03-14,11,845731.0,160211.0,1,2119,1,,,
985,Norte,AP,,16,,,,2022-03-15,11,845731.0,160217.0,6,2119,0,,,
986,Norte,AP,,16,,,,2022-03-16,11,845731.0,160221.0,4,2119,0,,,
987,Norte,AP,,16,,,,2022-03-17,11,845731.0,160248.0,27,2119,0,,,
988,Norte,AP,,16,,,,2022-03-18,11,845731.0,160255.0,7,2120,1,,,
989,Norte,AP,,16,,,,2022-03-19,11,845731.0,160258.0,3,2120,0,,,
990,Norte,AP,,16,,,,2022-03-20,12,845731.0,160260.0,2,2120,0,,,
991,Norte,AP,,16,,,,2022-03-21,12,845731.0,160265.0,5,2120,0,,,
992,Norte,AP,,16,,,,2022-03-22,12,845731.0,160275.0,10,2122,2,,,
993,Norte,AP,,16,,,,2022-03-23,12,845731.0,160288.0,13,2122,0,,,
994,Norte,AP,,16,,,,2022-03-24,12,845731.0,160301.0,13,2122,0,,,
995,Norte,AP,,16,,,,2022-03-25,12,845731.0,160314.0,13,2122,0,,,
996,Norte,AP,,16,,,,2022-03-26,12,845731.0,160321.0,7,2122,0,,,
997,Norte,AP,,16,,,,2022-03-27,13,845731.0,160328.0,7,2122,0,,,
998,Norte,AP,,16,,,,2022-03-28,13,845731.0,160329.0,1,2124,2,,,
999,Norte,AP,,16,,,,2022-03-29,13,845731.0,160336.0,7,2124,0,,,
1000,Norte,AP,,16,,,,2022-03-30,13,845731.0,160337.0,1,2124,0,,,
1001,Norte,AP,,16,,,,2022-03-31,13,845731.0,160341.0,4,2124,0,,,
1002,Norte,AP,,16,,,,2022-04-01,13,845731.0,160346.0,5,2126,2,,,
1003,Norte,AP,,16,,,,2022-04-02,13,845731.0,160347.0,1,2126,0,,,
1004,Norte,AP,,16,,,,2022-04-03,14,845731.0,160347.0,0,2126,0,,,
1005,Norte,AP,,16,,,,2022-04-04,14,845731.0,160349.0,2,2126,0,,,
1006,Norte,AP,,16,,,,2022-04-05,14,845731.0,160351.0,2,2127,1,,,
1007,Norte,AP,,16,,,,2022-04-06,14,845731.0,160358.0,7,2127,0,,,
1008,Norte,AP,,16,,,,2022-04-07,14,845731.0,160360.0,2,2128,1,,,
1009,Norte,AP,,16,,,,2022-04-08,14,845731.0,160360.0,0,2128,0,,,
1010,Norte,AP,,16,,,,2022-04-09,14,845731.0,160360.0,0,2128,0,,,
1011,Norte,AP,,16,,,,2022-04-10,15,845731.0,160360.0,0,2128,0,,,
1012,Norte,AP,,16,,,,2022-04-11,15,845731.0,160361.0,1,2128,0,,,
1013,Norte,AP,,16,,,,2022-04-12,15,845731.0,160363.0,2,2128,0,,,
1014,Norte,AP,,16,,,,2022-04-13,15,845731.0,160364.0,1,2128,0,,,
1015,Norte,AP,,16,,,,2022-04-14,15,845731.0,160364.0,0,2128,0,,,
1016,Norte,AP,,16,,,,2022-04-15,15,845731.0,160369.0,5,2128,0,,,
1017,Norte,AP,,16,,,,2022-04-16,15,845731.0,160369.0,0,2128,0,,,
1018,Norte,AP,,16,,,,2022-04-17,16,845731.0,160369.0,0,2128,0,,,
1019,Norte,AP,,16,,,,2022-04-18,16,845731.0,160370.0,1,2128,0,,,
1020,Norte,AP,,16,,,,2022-04-19,16,845731.0,160370.0,0,2129,1,,,
1021,Norte,AP,,16,,,,2022-04-20,16,845731.0,160371.0,1,2129,0,,,
1022,Norte,AP,,16,,,,2022-04-21,16,845731.0,160373.0,2,2129,0,,,
1023,Norte,AP,,16,,,,2022-04-22,16,845731.0,160375.0,2,2130,1,,,
1024,Norte,AP,,16,,,,2022-04-23,16,845731.0,160380.0,5,2130,0,,,
1025,Norte,AP,,16,,,,2022-04-24,17,845731.0,160380.0,0,2130,0,,,
1026,Norte,AP,,16,,,,2022-04-25,17,845731.0,160380.0,0,2130,0,,,
1027,Norte,AP,,16,,,,2022-04-26,17,845731.0,160385.0,5,2130,0,,,
1028,Norte,AP,,16,,,,2022-04-27,17,845731.0,160388.0,3,2130,0,,,
1029,Norte,AP,,16,,,,2022-04-28,17,845731.0,160391.0,3,2130,0,,,
1030,Norte,AP,,16,,,,2022-04-29,17,845731.0,160392.0,1,2130,0,,,
1031,Norte,AP,,16,,,,2022-04-30,17,845731.0,160392.0,0,2130,0,,,
1032,Norte,AP,,16,,,,2022-05-01,18,845731.0,160392.0,0,2130,0,,,
1033,Norte,AP,,16,,,,2022-05-02,18,845731.0,160393.0,1,2130,0,,,
1034,Norte,AP,,16,,,,2022-05-03,18,845731.0,160394.0,1,2130,0,,,
1035,Norte,AP,,16,,,,2022-05-04,18,845731.0,160394.0,0,2131,1,,,
1036,Norte,AP,,16,,,,2022-05-05,18,845731.0,160395.0,1,2131,0,,,
1037,Norte,AP,,16,,,,2022-05-06,18,845731.0,160400.0,5,2132,1,,,
1038,Norte,AP,,16,,,,2022-05-07,18,845731.0,160400.0,0,2132,0,,,
1039,Norte,AP,,16,,,,2022-05-08,19,845731.0,160400.0,0,2132,0,,,
1040,Norte,AP,,16,,,,2022-05-09,19,845731.0,160401.0,1,2132,0,,,
1041,Norte,AP,,16,,,,2022-05-10,19,845731.0,160401.0,0,2132,0,,,
1042,Norte,AP,,16,,,,2022-05-11,19,845731.0,160401.0,0,2132,0,,,
1043,Norte,AP,,16,,,,2022-05-12,19,845731.0,160401.0,0,2132,0,,,
1044,Norte,AP,,16,,,,2022-05-13,19,845731.0,160402.0,1,2132,0,,,
1045,Norte,AP,,16,,,,2022-05-14,19,845731.0,160402.0,0,2132,0,,,
1046,Norte,AP,,16,,,,2022-05-15,20,845731.0,160404.0,2,2132,0,,,
1047,Norte,AP,,16,,,,2022-05-16,20,845731.0,160406.0,2,2132,0,,,
1048,Norte,AP,,16,,,,2022-05-17,20,845731.0,160406.0,0,2132,0,,,
1049,Norte,AP,,16,,,,2022-05-18,20,845731.0,160408.0,2,2132,0,,,
1050,Norte,AP,,16,,,,2022-05-19,20,845731.0,160415.0,7,2132,0,,,
1051,Norte,AP,,16,,,,2022-05-20,20,845731.0,160416.0,1,2132,0,,,
1052,Norte,AP,,16,,,,2022-05-21,20,845731.0,160416.0,0,2132,0,,,
1053,Norte,AP,,16,,,,2022-05-22,21,845731.0,160416.0,0,2132,0,,,
1054,Norte,AP,,16,,,,2022-05-23,21,845731.0,160417.0,1,2132,0,,,
1055,Norte,AP,,16,,,,2022-05-24,21,845731.0,160417.0,0,2132,0,,,
1056,Norte,AP,,16,,,,2022-05-25,21,845731.0,160418.0,1,2133,1,,,
1057,Norte,AP,,16,,,,2022-05-26,21,845731.0,160419.0,1,2133,0,,,
1058,Norte,AP,,16,,,,2022-05-27,21,845731.0,160420.0,1,2134,1,,,
1059,Norte,AP,,16,,,,2022-05-28,21,845731.0,160421.0,1,2134,0,,,
1060,Norte,AP,,16,,,,2022-05-29,22,845731.0,160421.0,0,2134,0,,,
1061,Norte,AP,,16,,,,2022-05-30,22,845731.0,160423.0,2,2134,0,,,
1062,Norte,AP,,16,,,,2022-05-31,22,845731.0,160426.0,3,2134,0,,,
1063,Norte,AP,,16,,,,2022-06-01,22,845731.0,160426.0,0,2134,0,,,
1064,Norte,TO,,17,,,,2022-01-01,52,1572866.0,235558.0,0,3939,0,,,
1065,Norte,TO,,17,,,,2022-01-02,1,1572866.0,235558.0,0,3939,0,,,
1066,Norte,TO,,17,,,,2022-01-03,1,1572866.0,235917.0,359,3942,3,,,
1067,Norte,TO,,17,,,,2022-01-04,1,1572866.0,236554.0,637,3944,2,,,
1068,Norte,TO,,17,,,,2022-01-05,1,1572866.0,237117.0,563,3945,1,,,
1069,Norte,TO,,17,,,,2022-01-06,1,1572866.0,237760.0,643,3947,2,,,
1070,Norte,TO,,17,,,,2022-01-07,1,1572866.0,238031.0,271,3949,2,,,
1071,Norte,TO,,17,,,,2022-01-08,1,1572866.0,238746.0,715,3951,2,,,
1072,Norte,TO,,17,,,,2022-01-09,2,1572866.0,238746.0,0,3951,0,,,
1073,Norte,TO,,17,,,,2022-01-10,2,1572866.0,239022.0,276,3953,2,,,
1074,Norte,TO,,17,,,,2022-01-11,2,1572866.0,240188.0,1166,3955,2,,,
1075,Norte,TO,,17,,,,2022-01-12,2,1572866.0,241216.0,1028,3956,1,,,
1076,Norte,TO,,17,,,,2022-01-13,2,1572866.0,241753.0,537,3959,3,,,
1077,Norte,TO,,17,,,,2022-01-14,2,1572866.0,242824.0,1071,3963,4,,,
1078,Norte,TO,,17,,,,2022-01-15,2,1572866.0,243157.0,333,3967,4,,,
1079,Norte,TO,,17,,,,2022-01-16,3,1572866.0,243157.0,0,3967,0,,,
1080,Norte,TO,,17,,,,2022-01-17,3,1572866.0,244197.0,1040,3972,5,,,
1081,Norte,TO,,17,,,,2022-01-18,3,1572866.0,245897.0,1700,3976,4,,,
1082,Norte,TO,,17,,,,2022-01-19,3,1572866.0,247897.0,2000,3978,2,,,
1083,Norte,TO,,17,,,,2022-01-20,3,1572866.0,249695.0,1798,3980,2,,,
1084,Norte,TO,,17,,,,2022-01-21,3,1572866.0,251748.0,2053,3981,1,,,
1085,Norte,TO,,17,,,,2022-01-22,3,1572866.0,254144.0,2396,3983,2,,,
1086,Norte,TO,,17,,,,2022-01-23,4,1572866.0,254144.0,0,3983,0,,,
1087,Norte,TO,,17,,,,2022-01-24,4,1572866.0,255544.0,1400,3985,2,,,
1088,Norte,TO,,17,,,,2022-01-25,4,1572866.0,257971.0,2427,3986,1,,,
1089,Norte,TO,,17,,,,2022-01-26,4,1572866.0,260332.0,2361,3986,0,,,
1090,Norte,TO,,17,,,,2022-01-27,4,1572866.0,262540.0,2208,3989,3,,,
1091,Norte,TO,,17,,,,2022-01-28,4,1572866.0,264904.0,2364,3993,4,,,
1092,Norte,TO,,17,,,,2022-01-29,4,1572866.0,267537.0,2633,3997,4,,,
1093,Norte,TO,,17,,,,2022-01-30,5,1572866.0,267537.0,0,3997,0,,,
1094,Norte,TO,,17,,,,2022-01-31,5,1572866.0,269128.0,1591,4001,4,,,
1095,Norte,TO,,17,,,,2022-02-01,5,1572866.0,271819.0,2691,4004,3,,,
1096,Norte,TO,,17,,,,2022-02-02,5,1572866.0,273687.0,1868,4008,4,,,
1097,Norte,TO,,17,,,,2022-02-03,5,1572866.0,276380.0,2693,4013,5,,,
1098,Norte,TO,,17,,,,2022-02-04,5,1572866.0,278366.0,1986,4016,3,,,
1099,Norte,TO,,17,,,,2022-02-05,5,1572866.0,280382.0,2016,4018,2,,,
1100,Norte,TO,,17,,,,2022-02-06,6,1572866.0,280382.0,0,4018,0,,,
1101,Norte,TO,,17,,,,2022-02-07,6,1572866.0,281323.0,941,4021,3,,,
1102,Norte,TO,,17,,,,2022-02-08,6,1572866.0,283047.0,1724,4024,3,,,
1103,Norte,TO,,17,,,,2022-02-09,6,1572866.0,284778.0,1731,4028,4,,,
1104,Norte,TO,,17,,,,2022-02-10,6,1572866.0,286432.0,1654,4033,5,,,
1105,Norte,TO,,17,,,,2022-02-11,6,1572866.0,287907.0,1475,4039,6,,,
1106,Norte,TO,,17,,,,2022-02-12,6,1572866.0,289180.0,1273,4046,7,,,
1107,Norte,TO,,17,,,,2022-02-13,7,1572866.0,289180.0,0,4046,0,,,
1108,Norte,TO,,17,,,,2022-02-14,7,1572866.0,289784.0,604,4053,7,,,
1109,Norte,TO,,17,,,,2022-02-15,7,1572866.0,290978.0,1194,4060,7,,,
1110,Norte,TO,,17,,,,2022-02-16,7,1572866.0,292091.0,1113,4067,7,,,
1111,Norte,TO,,17,,,,2022-02-17,7,1572866.0,293112.0,1021,4074,7,,,
1112,Norte,TO,,17,,,,2022-02-18,7,1572866.0,294000.0,888,4081,7,,,
1113,Norte,TO,,17,,,,2022-02-19,7,1572866.0,294846.0,846,4086,5,,,
1114,Norte,TO,,17,,,,2022-02-20,8,1572866.0,294846.0,0,4086,0,,,
1115,Norte,TO,,17,,,,2022-02-21,8,1572866.0,295194.0,348,4090,4,,,
1116,Norte,TO,,17,,,,2022-02-22,8,1572866.0,295954.0,760,4093,3,,,
1117,Norte,TO,,17,,,,2022-02-23,8,1572866.0,296677.0,723,4095,2,,,
1118,Norte,TO,,17,,,,2022-02-24,8,1572866.0,297294.0,617,4099,4,,,
1119,Norte,TO,,17,,,,2022-02-25,8,1572866.0,297958.0,664,4103,4,,,
1120,Norte,TO,,17,,,,2022-02-26,8,1572866.0,298389.0,431,4106,3,,,
1121,Norte,TO,,17,,,,2022-02-27,9,1572866.0,298389.0,0,4106,0,,,
1122,Norte,TO,,17,,,,2022-02-28,9,1572866.0,298473.0,84,4109,3,,,
1123,Norte,TO,,17,,,,2022-03-01,9,1572866.0,298473.0,0,4109,0,,,
1124,Norte,TO,,17,,,,2022-03-02,9,1572866.0,298342.0,-131,4110,1,,,
1125,Norte,TO,,17,,,,2022-03-03,9,1572866.0,298669.0,327,4110,0,,,
1126,Norte,TO,,17,,,,2022-03-04,9,1572866.0,299081.0,412,4112,2,,,
1127,Norte,TO,,17,,,,2022-03-05,9,1572866.0,299391.0,310,4112,0,,,
1128,Norte,TO,,17,,,,2022-03-06,10,1572866.0,299391.0,0,4112,0,,,
1129,Norte,TO,,17,,,,2022-03-07,10,1572866.0,299547.0,156,4112,0,,,
1130,Norte,TO,,17,,,,2022-03-08,10,1572866.0,299846.0,299,4115,3,,,
1131,Norte,TO,,17,,,,2022-03-09,10,1572866.0,300114.0,268,4120,5,,,
1132,Norte,TO,,17,,,,2022-03-10,10,1572866.0,300499.0,385,4124,4,,,
1133,Norte,TO,,17,,,,2022-03-11,10,1572866.0,300717.0,218,4128,4,,,
1134,Norte,TO,,17,,,,2022-03-12,10,1572866.0,300943.0,226,4131,3,,,
1135,Norte,TO,,17,,,,2022-03-13,11,1572866.0,300943.0,0,4131,0,,,
1136,Norte,TO,,17,,,,2022-03-14,11,1572866.0,300957.0,14,4132,1,,,
1137,Norte,TO,,17,,,,2022-03-15,11,1572866.0,301172.0,215,4134,2,,,
1138,Norte,TO,,17,,,,2022-03-16,11,1572866.0,301296.0,124,4134,0,,,
1139,Norte,TO,,17,,,,2022-03-17,11,1572866.0,301424.0,128,4136,2,,,
1140,Norte,TO,,17,,,,2022-03-18,11,1572866.0,301540.0,116,4138,2,,,
1141,Norte,TO,,17,,,,2022-03-19,11,1572866.0,301647.0,107,4140,2,,,
1142,Norte,TO,,17,,,,2022-03-20,12,1572866.0,301647.0,0,4140,0,,,
1143,Norte,TO,,17,,,,2022-03-21,12,1572866.0,301866.0,219,4140,0,,,
1144,Norte,TO,,17,,,,2022-03-22,12,1572866.0,302166.0,300,4141,1,,,
1145,Norte,TO,,17,,,,2022-03-23,12,1572866.0,302289.0,123,4141,0,,,
1146,Norte,TO,,17,,,,2022-03-24,12,1572866.0,302387.0,98,4142,1,,,
1147,Norte,TO,,17,,,,2022-03-25,12,1572866.0,302443.0,56,4142,0,,,
1148,Norte,TO,,17,,,,2022-03-26,12,1572866.0,302502.0,59,4142,0,,,
1149,Norte,TO,,17,,,,2022-03-27,13,1572866.0,302502.0,0,4142,0,,,
1150,Norte,TO,,17,,,,2022-03-28,13,1572866.0,302509.0,7,4142,0,,,
1151,Norte,TO,,17,,,,2022-03-29,13,1572866.0,302606.0,97,4142,0,,,
1152,Norte,TO,,17,,,,2022-03-30,13,1572866.0,302731.0,125,4143,1,,,
1153,Norte,TO,,17,,,,2022-03-31,13,1572866.0,302826.0,95,4144,1,,,
1154,Norte,TO,,17,,,,2022-04-01,13,1572866.0,303003.0,177,4145,1,,,
1155,Norte,TO,,17,,,,2022-04-02,13,1572866.0,303089.0,86,4146,1,,,
1156,Norte,TO,,17,,,,2022-04-03,14,1572866.0,303089.0,0,4146,0,,,
1157,Norte,TO,,17,,,,2022-04-04,14,1572866.0,303096.0,7,4146,0,,,
1158,Norte,TO,,17,,,,2022-04-05,14,1572866.0,303238.0,142,4147,1,,,
1159,Norte,TO,,17,,,,2022-04-06,14,1572866.0,303331.0,93,4147,0,,,
1160,Norte,TO,,17,,,,2022-04-07,14,1572866.0,303476.0,145,4147,0,,,
1161,Norte,TO,,17,,,,2022-04-08,14,1572866.0,303549.0,73,4147,0,,,
1162,Norte,TO,,17,,,,2022-04-09,14,1572866.0,303615.0,66,4147,0,,,
1163,Norte,TO,,17,,,,2022-04-10,15,1572866.0,303615.0,0,4147,0,,,
1164,Norte,TO,,17,,,,2022-04-11,15,1572866.0,303624.0,9,4147,0,,,
1165,Norte,TO,,17,,,,2022-04-12,15,1572866.0,303723.0,99,4148,1,,,
1166,Norte,TO,,17,,,,2022-04-13,15,1572866.0,303775.0,52,4148,0,,,
1167,Norte,TO,,17,,,,2022-04-14,15,1572866.0,303775.0,0,4148,0,,,
1168,Norte,TO,,17,,,,2022-04-15,15,1572866.0,303775.0,0,4148,0,,,
1169,Norte,TO,,17,,,,2022-04-16,15,1572866.0,303775.0,0,4148,0,,,
1170,Norte,TO,,17,,,,2022-04-17,16,1572866.0,303775.0,0,4148,0,,,
1171,Norte,TO,,17,,,,2022-04-18,16,1572866.0,304195.0,420,4148,0,,,
1172,Norte,TO,,17,,,,2022-04-19,16,1572866.0,304142.0,-53,4148,0,,,
1173,Norte,TO,,17,,,,2022-04-20,16,1572866.0,304206.0,64,4149,1,,,
1174,Norte,TO,,17,,,,2022-04-21,16,1572866.0,304206.0,0,4149,0,,,
1175,Norte,TO,,17,,,,2022-04-22,16,1572866.0,304206.0,0,4149,0,,,
1176,Norte,TO,,17,,,,2022-04-23,16,1572866.0,304206.0,0,4149,0,,,
1177,Norte,TO,,17,,,,2022-04-24,17,1572866.0,304206.0,0,4149,0,,,
1178,Norte,TO,,17,,,,2022-04-25,17,1572866.0,304271.0,65,4150,1,,,
1179,Norte,TO,,17,,,,2022-04-26,17,1572866.0,304347.0,76,4150,0,,,
1180,Norte,TO,,17,,,,2022-04-27,17,1572866.0,304375.0,28,4150,0,,,
1181,Norte,TO,,17,,,,2022-04-28,17,1572866.0,304427.0,52,4151,1,,,
1182,Norte,TO,,17,,,,2022-04-29,17,1572866.0,304441.0,14,4153,2,,,
1183,Norte,TO,,17,,,,2022-04-30,17,1572866.0,304441.0,0,4153,0,,,
1184,Norte,TO,,17,,,,2022-05-01,18,1572866.0,304441.0,0,4153,0,,,
1185,Norte,TO,,17,,,,2022-05-02,18,1572866.0,304529.0,88,4153,0,,,
1186,Norte,TO,,17,,,,2022-05-03,18,1572866.0,304557.0,28,4153,0,,,
1187,Norte,TO,,17,,,,2022-05-04,18,1572866.0,304618.0,61,4153,0,,,
1188,Norte,TO,,17,,,,2022-05-05,18,1572866.0,304633.0,15,4153,0,,,
1189,Norte,TO,,17,,,,2022-05-06,18,1572866.0,304681.0,48,4153,0,,,
1190,Norte,TO,,17,,,,2022-05-07,18,1572866.0,304681.0,0,4153,0,,,
1191,Norte,TO,,17,,,,2022-05-08,19,1572866.0,304681.0,0,4153,0,,,
1192,Norte,TO,,17,,,,2022-05-09,19,1572866.0,304740.0,59,4154,1,,,
1193,Norte,TO,,17,,,,2022-05-10,19,1572866.0,304889.0,149,4154,0,,,
1194,Norte,TO,,17,,,,2022-05-11,19,1572866.0,304931.0,42,4156,2,,,
1195,Norte,TO,,17,,,,2022-05-12,19,1572866.0,304975.0,44,4156,0,,,
1196,Norte,TO,,17,,,,2022-05-13,19,1572866.0,305119.0,144,4156,0,,,
1197,Norte,TO,,17,,,,2022-05-14,19,1572866.0,305119.0,0,4156,0,,,
1198,Norte,TO,,17,,,,2022-05-15,20,1572866.0,305119.0,0,4156,0,,,
1199,Norte,TO,,17,,,,2022-05-16,20,1572866.0,305202.0,83,4156,0,,,
