iter	MultiClass
260	0.9405427598
261	0.9395358286
262	0.9382913338
263	0.93759608
264	0.9368739671
265	0.9362672124
266	0.9355754322
267	0.9347893153
268	0.934094105
269	0.9334124799
270	0.9325159945
271	0.9320020263
272	0.9310055655
273	0.9300727926
274	0.9295844231
275	0.9290269983
276	0.9281231284
277	0.9274852539
278	0.9266080688
279	0.9259770418
280	0.925409812
281	0.9247225315
282	0.9237850761
283	0.9230242166
284	0.9222773864
285	0.9214205991
286	0.9204346614
287	0.9189636221
288	0.9183712019
289	0.9179909575
290	0.9169242965
291	0.9163694609
292	0.9156111277
293	0.9145149369
294	0.9136161214
295	0.9130874801
296	0.9124472304
297	0.9114625921
298	0.9109896771
299	0.9104452111
300	0.909817484
301	0.9090083316
302	0.90815086
303	0.9069098804
304	0.906133789
305	0.9053763746
306	0.9038014582
307	0.9029663341
308	0.9024109082
309	0.9013882026
310	0.9007785858
311	0.8996472885
312	0.8990697119
313	0.8981740904
314	0.8971637933
315	0.8966263755
316	0.8957397031
317	0.8947774398
318	0.8939537828
319	0.892891822
320	0.8922392569
321	0.8911718235
322	0.8906032541
323	0.8898020537
324	0.8891430456
325	0.8883686232
326	0.8879359157
327	0.8873038145
328	0.8867149537
329	0.8862584745
330	0.8856400969
331	0.8851616781
332	0.8841183066
333	0.883170633
334	0.8823398905
335	0.8816455705
336	0.8807117301
337	0.8797339051
338	0.8793673417
339	0.8787647114
340	0.8778499152
341	0.8769469621
342	0.8764065307
343	0.8754682279
344	0.8746859306
345	0.8740598916
346	0.8734004366
347	0.8727828362
348	0.8721276396
349	0.8714428714
350	0.8706334928
351	0.8695713091
352	0.8688860682
353	0.8682558809
354	0.8674002054
355	0.8666913894
356	0.8661005103
357	0.865535331
358	0.8646436106
359	0.8638337277
360	0.8628914842
361	0.8621333478
362	0.8613849565
363	0.8605717745
364	0.8599338958
365	0.8591247368
366	0.858182572
367	0.8571889658
368	0.8559646086
369	0.8555941471
370	0.8549183359
371	0.8542436194
372	0.8535958041
373	0.8529825083
374	0.8526228946
375	0.8516030436
376	0.8506524176
377	0.8500865293
378	0.8497975556
379	0.8490753591
380	0.8484048711
381	0.8475382162
382	0.8469276269
383	0.8464357475
384	0.8460827538
385	0.8455826532
386	0.8448053333
387	0.8440886423
388	0.8434733559
389	0.8426595573
390	0.8420176376
391	0.8413035128
392	0.8407622806
393	0.8400174643
394	0.839455978
395	0.8387439147
396	0.8381689694
397	0.8371520869
398	0.8365639968
399	0.8358238478
400	0.8353474786
401	0.8343550845
402	0.8332141002
403	0.832600335
404	0.8320255903
405	0.8315991883
406	0.831050676
407	0.8306191405
408	0.8299638858
409	0.8291082822
410	0.8285003693
411	0.8279610328
412	0.8272977553
413	0.826808754
414	0.8256906507
415	0.8251601469
416	0.824280561
417	0.8239933344
418	0.8226777822
419	0.8220187215
420	0.8213142333
421	0.8203546673
422	0.819779026
423	0.819261046
424	0.8188783182
425	0.8178558861
426	0.8170533593
427	0.8164035605
428	0.8156592743
429	0.8149099248
430	0.8140513192
431	0.8134887354
432	0.812718385
433	0.8119508089
434	0.8109740067
435	0.810519054
436	0.8098958828
437	0.8094108092
438	0.8087678051
439	0.8083546074
440	0.8078239207
441	0.807582024
442	0.807132128
443	0.8064988366
444	0.8057695171
445	0.8049205182
446	0.8040702697
447	0.803769011
448	0.8031877086
449	0.8026602668
450	0.8022651782
451	0.8014378257
452	0.8007616186
453	0.8000652794
454	0.7993923765
455	0.7987880606
456	0.7981586606
457	0.7976672997
458	0.7972121527
459	0.7963743196
460	0.7960039584
461	0.7950071363
462	0.7947239657
463	0.793894667
464	0.7934809603
465	0.7926004263
466	0.7920800947
467	0.7916711805
468	0.7910598581
469	0.7903327435
470	0.7896584824
471	0.7893598062
472	0.7887665438
473	0.7880829456
474	0.7873938333
475	0.7869837213
476	0.7865656547
477	0.7859593335
478	0.7851774957
479	0.7845563197
480	0.7834769011
481	0.7829248929
482	0.782238359
483	0.7815906163
484	0.7808979552
485	0.780515206
486	0.78000816
487	0.7795198436
488	0.7789539703
489	0.778301455
490	0.7774533716
491	0.7771540562
492	0.7765763842
493	0.7759345634
494	0.7755441894
495	0.7752254765
496	0.7745482688
497	0.7737878462
498	0.7730721327
499	0.772681148
500	0.7720500684
501	0.7712646436
502	0.7706893894
503	0.7697697307
504	0.7692978556
505	0.7688131256
506	0.7683076722
507	0.7677250974
508	0.7671524903
509	0.7666717237
510	0.7662396195
511	0.7651602458
512	0.7647230428
513	0.7641846973
514	0.7638397275
515	0.7633061151
516	0.7625934706
517	0.7623593104
518	0.7616791757
519	0.7612787509
520	0.760888848
521	0.7604461653
522	0.7597506586
523	0.7590425727
524	0.7584751253
525	0.7579623916
526	0.7573539645
527	0.7570049659
528	0.7561491734
529	0.7558880945
530	0.7554062404
531	0.7548310236
532	0.7542265993
533	0.7539027012
534	0.753313824
535	0.7524191709
536	0.7519021754
537	0.7511674616
538	0.7503796793
539	0.7500637468
540	0.7492123103
541	0.7488073593
542	0.7482651187
543	0.7478200243
544	0.7468107983
545	0.7461521038
546	0.7455834791
547	0.7452520105
548	0.7446939338
549	0.744190477
550	0.7434940487
551	0.7426683888
552	0.7421016175
553	0.741751653
554	0.7411359958
555	0.7408468539
556	0.7404889145
557	0.739818303
558	0.7393863725
559	0.738699887
560	0.7381686551
561	0.7377003848
562	0.73708239
563	0.7366809358
564	0.7362806195
565	0.7357865509
566	0.7352580997
567	0.7348718461
568	0.7345037411
569	0.7340984807
570	0.7333171255
571	0.7326402212
572	0.7321343216
573	0.7318409696
574	0.7313628768
575	0.7306758225
576	0.7301013325
577	0.7298001953
578	0.7293165084
579	0.7288498001
580	0.7285685104
581	0.7282092971
582	0.7276949557
583	0.7274074061
584	0.7268072033
585	0.7263108797
586	0.725807137
587	0.725193918
588	0.7245172256
589	0.7242285193
590	0.7238295403
591	0.7234854492
592	0.7229065774
593	0.7225993367
594	0.722114081
595	0.7214261078
596	0.7204658068
597	0.7196888684
598	0.7191528489
599	0.7185951566
600	0.718117499
601	0.7176670074
602	0.7174306529
603	0.7169361338
604	0.716392592
605	0.7156213795
606	0.7149918323
607	0.7145472228
608	0.7141355959
609	0.7136946593
610	0.7129313615
611	0.7124833778
612	0.7121906627
613	0.7116290648
614	0.7112429787
615	0.7108330052
616	0.7100539054
617	0.7094865985
618	0.7090228377
619	0.7083488664
620	0.7079871215
621	0.7075515171
622	0.7068957852
623	0.7063757035
624	0.7058142328
625	0.7054587978
626	0.7049169796
627	0.7043974575
628	0.7035513901
629	0.7028069348
630	0.7019465768
631	0.7015886014
632	0.7011979111
633	0.7006466059
634	0.6998580181
635	0.6994563878
636	0.6987154202
637	0.698021064
638	0.697610099
639	0.6972953549
640	0.6966797815
641	0.6960152619
642	0.6955350277
643	0.6949731026
644	0.6943428545
645	0.6939578026
646	0.693385637
647	0.6931259465
648	0.6926109018
649	0.6918526768
650	0.6913453518
651	0.6906992379
652	0.6900335295
653	0.6897483517
654	0.6893477404
655	0.6888555091
656	0.6882996564
657	0.6877077683
658	0.6874047942
659	0.6871671621
660	0.6867830122
661	0.6865062534
662	0.6859884321
663	0.6854021736
664	0.6849274832
665	0.6843102846
666	0.683842024
667	0.6830664817
668	0.6827022975
669	0.6822443485
670	0.6817914496
671	0.6815574257
672	0.6810557672
673	0.6806604057
674	0.6799195502
675	0.6795843523
676	0.6792383567
677	0.6789637411
678	0.6784919816
679	0.6777734467
680	0.6774447426
681	0.6770290305
682	0.6765967909
683	0.6760351841
684	0.6753866118
685	0.6751246408
686	0.674478345
687	0.6738476772
688	0.673545568
689	0.6729070458
690	0.672401837
691	0.6716324629
692	0.6709695001
693	0.6705247145
694	0.6701066603
695	0.669399739
696	0.6691090586
697	0.6684695231
698	0.6679652227
699	0.6671530267
700	0.6667052165
701	0.6663905621
702	0.6659389387
703	0.6654666104
704	0.6650555753
705	0.664398752
706	0.6641874264
707	0.6633549393
708	0.6630119816
709	0.6627652541
710	0.6623551767
711	0.6619726142
712	0.6615134437
713	0.6612751059
714	0.6608139502
715	0.6601250043
716	0.6597045207
717	0.6588956018
718	0.6583297836
719	0.6578938506
720	0.6576312215
721	0.6572779526
722	0.6570984438
723	0.6566955678
724	0.6560903308
725	0.6554943664
726	0.6549164146
727	0.6545912862
728	0.6541257182
729	0.6536397499
730	0.6532028824
731	0.6525776295
732	0.6519746164
733	0.651559898
734	0.6509827494
735	0.6504596729
736	0.6499069055
737	0.6493507341
738	0.6489221718
739	0.648629378
740	0.64826478
741	0.6478118695
742	0.6474089802
743	0.6467364963
744	0.6464562361
745	0.6460351085
746	0.6454676691
747	0.6451288426
748	0.6445041445
749	0.6441710972
750	0.643989667
751	0.6436556977
752	0.6434717756
753	0.6431464493
754	0.6426815079
755	0.6420529445
756	0.6418097829
757	0.641460216
758	0.6410846993
759	0.640362112
760	0.6400712859
761	0.6396355714
762	0.6391199288
763	0.6386518739
764	0.6380938429
765	0.6375675323
766	0.6372113333
767	0.6369008723
768	0.6364304584
769	0.6360987094
770	0.635805484
771	0.6352492604
772	0.6348792103
773	0.6344159246
774	0.633960568
775	0.633213583
776	0.632834577
777	0.6324354302
778	0.6319420087
779	0.6316991008
780	0.6314032971
781	0.6310441747
782	0.6306571095
783	0.6304445734
784	0.6299621686
785	0.6294891307
786	0.6291461244
787	0.6286120128
788	0.6282669604
789	0.6277837432
790	0.6275150602
791	0.6269930171
792	0.6264256839
793	0.6257518219
794	0.6250380609
795	0.624673458
796	0.6243312395
797	0.6237948231
798	0.6234892951
799	0.6230085189
800	0.6227570185
801	0.6224000644
802	0.6219937401
803	0.6215092438
804	0.6211471581
805	0.6205913928
806	0.6202108998
807	0.6196483697
808	0.619551962
809	0.6189986036
810	0.6188797566
811	0.6184283012
812	0.6180653636
813	0.6174555084
814	0.6171218411
815	0.6168692523
816	0.6163794424
817	0.6158692242
818	0.6153061473
819	0.6150408755
820	0.6146538466
821	0.614154014
822	0.6137422967
823	0.613203044
824	0.6128149163
825	0.6125734907
826	0.6123179168
827	0.6120578212
828	0.6116641656
829	0.6110454864
830	0.6108248081
831	0.6103602042
832	0.6100557475
833	0.6097680594
834	0.6092472721
835	0.6087261238
836	0.6084139224
837	0.6079416356
838	0.6076632675
839	0.6074588716
840	0.6070488073
841	0.6066596579
842	0.6062853401
843	0.6059377193
844	0.6056508954
845	0.6051665638
846	0.6048174102
847	0.6045019324
848	0.6039653663
849	0.6036199212
850	0.6031502156
851	0.6023729884
852	0.6019741766
853	0.6017621827
854	0.6014559232
855	0.6010933629
856	0.6007884736
857	0.6003780347
858	0.5997711897
859	0.5992145202
860	0.5988595707
861	0.5985193451
862	0.5981382091
863	0.597890794
864	0.5974632673
865	0.5972788158
866	0.5967986719
867	0.5964542047
868	0.5959985461
869	0.5956843135
870	0.5952665978
871	0.5951035085
872	0.5947898243
873	0.5943177539
874	0.593786829
875	0.5934580542
876	0.5932650756
877	0.5929259965
878	0.5925009394
879	0.5922213883
880	0.5917207363
881	0.5909096193
882	0.5906170079
883	0.5900181872
884	0.5896020165
885	0.5892948351
886	0.5891194952
887	0.5886720039
888	0.5883300945
889	0.5880749827
890	0.5879188907
891	0.5876164492
892	0.5872165553
893	0.5869485539
894	0.5866350233
895	0.586342213
896	0.5857305566
897	0.5854094584
898	0.5851329203
899	0.584596838
900	0.5841599058
901	0.5836690613
902	0.5832910674
903	0.5827217363
904	0.5821167902
905	0.5818140952
906	0.5814602872
907	0.5810644972
908	0.5805669665
909	0.5799901014
910	0.579663605
911	0.5791732812
912	0.5787566682
913	0.5785352255
914	0.5782182792
915	0.5780159552
916	0.5777319376
917	0.5772725044
918	0.5770571623
919	0.5767240624
920	0.5762717841
921	0.5759031246
922	0.5754375716
923	0.5749315388
924	0.5746137915
925	0.574268646
926	0.5737961043
927	0.5735526533
928	0.5730285055
929	0.5725911244
930	0.5722613606
931	0.5720416873
932	0.5717555858
933	0.5715164517
934	0.5712170203
935	0.5710834677
936	0.5707624908
937	0.5704027691
938	0.5701618411
939	0.5699326192
940	0.5695179386
941	0.5691549593
942	0.5687775235
943	0.5685034499
944	0.5679112796
945	0.5675742839
946	0.5672274272
947	0.5669435092
948	0.5663604622
949	0.5659587255
950	0.5655831861
951	0.5653789147
952	0.564887075
953	0.5646329553
954	0.5642447132
955	0.5640233
956	0.5634419046
957	0.5632207758
958	0.5627059689
959	0.5624217497
960	0.5619942776
961	0.5615896909
962	0.5610630548
963	0.5608356956
964	0.5605000609
965	0.5599513501
966	0.5596384941
967	0.5593942069
968	0.5589387119
969	0.5587940524
970	0.5585660764
971	0.5581664571
972	0.5579438352
973	0.5576254139
974	0.5569741128
975	0.5566116337
976	0.556126327
977	0.5558695139
978	0.5554371617
979	0.5551137535
980	0.5548363396
981	0.5544767189
982	0.5541654165
983	0.5539112466
984	0.5536966219
985	0.553238316
986	0.5528863332
987	0.5525575743
988	0.5522146117
989	0.5519450208
990	0.5516007354
991	0.5513006145
992	0.5509469968
993	0.5505724759
994	0.5502039633
995	0.5499017743
996	0.5495318196
997	0.5488132657
998	0.5481158503
999	0.5476969579
8
